,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_DAYS_CREDIT,BUREAU_CREDIT_DAY_OVERDUE,BUREAU_DAYS_CREDIT_ENDDATE,BUREAU_DAYS_ENDDATE_FACT,BUREAU_AMT_CREDIT_MAX_OVERDUE,BUREAU_CNT_CREDIT_PROLONG,BUREAU_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_DEBT,BUREAU_AMT_CREDIT_SUM_LIMIT,BUREAU_AMT_CREDIT_SUM_OVERDUE,BUREAU_DAYS_CREDIT_UPDATE,BUREAU_AMT_ANNUITY,PREV_APP_COUNT,PREV_AMT_ANNUITY,PREV_AMT_APPLICATION,PREV_AMT_CREDIT,PREV_AMT_DOWN_PAYMENT,PREV_AMT_GOODS_PRICE,PREV_HOUR_APPR_PROCESS_START,PREV_NFLAG_LAST_APPL_IN_DAY,PREV_RATE_DOWN_PAYMENT,PREV_RATE_INTEREST_PRIMARY,PREV_RATE_INTEREST_PRIVILEGED,PREV_DAYS_DECISION,PREV_SELLERPLACE_AREA,PREV_CNT_PAYMENT,PREV_DAYS_FIRST_DRAWING,PREV_DAYS_FIRST_DUE,PREV_DAYS_LAST_DUE_1ST_VERSION,PREV_DAYS_LAST_DUE,PREV_DAYS_TERMINATION,PREV_NFLAG_INSURED_ON_APPROVAL,POS_AMT_ANNUITY,POS_AMT_APPLICATION,POS_AMT_CREDIT,POS_AMT_DOWN_PAYMENT,POS_AMT_GOODS_PRICE,POS_HOUR_APPR_PROCESS_START,POS_NFLAG_LAST_APPL_IN_DAY,POS_RATE_DOWN_PAYMENT,POS_RATE_INTEREST_PRIMARY,POS_RATE_INTEREST_PRIVILEGED,POS_DAYS_DECISION,POS_SELLERPLACE_AREA,POS_CNT_PAYMENT,POS_DAYS_FIRST_DRAWING,POS_DAYS_FIRST_DUE,POS_DAYS_LAST_DUE_1ST_VERSION,POS_DAYS_LAST_DUE,POS_DAYS_TERMINATION,POS_NFLAG_INSURED_ON_APPROVAL,INSTA_NUM_INSTALMENT_VERSION,INSTA_NUM_INSTALMENT_NUMBER,INSTA_DAYS_INSTALMENT,INSTA_DAYS_ENTRY_PAYMENT,INSTA_AMT_INSTALMENT,INSTA_AMT_PAYMENT,CREDIT_MONTHS_BALANCE,CREDIT_AMT_BALANCE,CREDIT_AMT_CREDIT_LIMIT_ACTUAL,CREDIT_AMT_DRAWINGS_ATM_CURRENT,CREDIT_AMT_DRAWINGS_CURRENT,CREDIT_AMT_DRAWINGS_OTHER_CURRENT,CREDIT_AMT_DRAWINGS_POS_CURRENT,CREDIT_AMT_INST_MIN_REGULARITY,CREDIT_AMT_PAYMENT_CURRENT,CREDIT_AMT_PAYMENT_TOTAL_CURRENT,CREDIT_AMT_RECEIVABLE_PRINCIPAL,CREDIT_AMT_RECIVABLE,CREDIT_AMT_TOTAL_RECEIVABLE,CREDIT_CNT_DRAWINGS_ATM_CURRENT,CREDIT_CNT_DRAWINGS_CURRENT,CREDIT_CNT_DRAWINGS_OTHER_CURRENT,CREDIT_CNT_DRAWINGS_POS_CURRENT,CREDIT_CNT_INSTALMENT_MATURE_CUM,CREDIT_SK_DPD,CREDIT_SK_DPD_DEF
562,562,100648,0,Cash loans,M,Y,N,0,67500.0,225000.0,11074.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-12749,-1607,-5956.0,-4045,15.0,1,1,0,1,0,0,Core staff,2.0,3,3,WEDNESDAY,15,0,0,0,0,1,1,Agriculture,0.279894386,0.398909811,0.5108529061736915,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,1.0,0.0,0.0,0.0,-971.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1272.5,0.0,-643.0,-422.0,30347.01,0.0,100280.34,0.0,0.0,0.0,-734.5,0.0,1,6867.0,34938.0,36783.0,0.0,34938.0,10.0,1.0,0.0,0.0,0.0,-971.0,156.0,6.0,365243.0,-933.0,-783.0,-783.0,-763.0,0.0,6867.0,34938.0,36783.0,0.0,34938.0,10.0,1.0,0.0,0.0,0.0,-971.0,156.0,6.0,365243.0,-933.0,-783.0,-783.0,-763.0,0.0,1.111111111,14.44444444,-845.6666667000003,-849.6666667000003,6502.38,4976.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,563,100649,1,Cash loans,F,N,N,2,180000.0,284400.0,13387.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-11653,-4832,-4833.0,-3068,12.061090818687727,1,1,0,1,0,0,,4.0,3,3,SUNDAY,14,0,0,0,0,0,0,School,0.5021298056569102,0.023481995,0.5108529061736915,0.1103,0.0,0.9781,0.7008,0.0119,0.0,0.1724,0.2083,0.2083,0.0569,0.0866,0.091,0.0154,0.0278,0.1124,0.0,0.9782,0.7125,0.012,0.0,0.1724,0.2083,0.2083,0.0582,0.0946,0.0948,0.0156,0.0294,0.1114,0.0,0.9781,0.7048,0.012,0.0,0.1724,0.2083,0.2083,0.0579,0.0881,0.0926,0.0155,0.0284,reg oper spec account,block of flats,0.0841,"Stone, brick",No,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-2677.5,0.0,-2023.5,-2538.0,3193.4925,0.0,99190.935,0.0,0.0,0.0,-1574.0,0.0,2,4381.6275,22455.0,21831.75,1122.75,22455.0,8.0,1.0,0.052135108,0.0,0.0,-2529.0,30.0,6.0,365243.0,-2498.0,-2348.0,-2348.0,-2310.0,1.0,4381.6275,22455.0,21831.75,1122.75,22455.0,8.0,1.0,0.052135108,0.0,0.0,-2529.0,30.0,6.0,365243.0,-2498.0,-2348.0,-2348.0,-2310.0,1.0,1.111111111,14.66666667,-2402.333333,-2404.444444,3931.71,2986.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,564,100650,1,Cash loans,M,N,N,0,135000.0,808650.0,31333.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.031329,-16582,-1496,-988.0,-124,12.061090818687727,1,1,1,1,1,0,Low-skill Laborers,1.0,2,2,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.291517827,0.449447873,0.260855914,0.0515,0.0482,0.9816,0.752471432592686,0.04462071541135205,0.08,0.069,0.3333,0.2318935004905069,0.1104,0.10077477495068153,0.0691,0.008808672617213057,0.0405,0.0525,0.05,0.9816,0.759637322733821,0.04255313775014676,0.0806,0.069,0.3333,0.22805849255070595,0.113,0.1056448567494209,0.07200000000000001,0.008076387544283468,0.0429,0.052000000000000005,0.0482,0.9816,0.7557462721917102,0.044595101785290435,0.08,0.069,0.3333,0.2316249380492925,0.1124,0.10195447324073252,0.0703,0.008651013330213151,0.0413,,block of flats,0.0603,Panel,No,2.0,0.0,2.0,0.0,-2210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,2.0,-1121.5,0.0,-854.6666667000003,-965.3333332999997,0.0,0.0,139882.5,39066.5,0.0,0.0,-523.5,4394.5,8,17023.87125,89128.125,101408.625,0.0,178256.25,15.125,1.0,0.0,0.0,0.0,-388.875,1.0,15.0,365243.0,-792.6666667000002,-462.6666667,-732.6666667000002,-726.3333332999998,0.666666667,17023.87125,89128.125,101408.625,0.0,178256.25,15.125,1.0,0.0,0.0,0.0,-388.875,1.0,15.0,365243.0,-792.6666667000002,-462.6666667,-732.6666667000002,-726.3333332999998,0.666666667,1.6,2.2,-1099.7,-1124.3,53610.8265,71610.8265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,565,100651,0,Cash loans,F,Y,N,0,157500.0,634482.0,20596.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-12838,-2271,-27.0,-1164,10.0,1,1,1,1,1,0,High skill tech staff,2.0,3,2,THURSDAY,10,0,0,0,0,0,0,Medicine,0.5021298056569102,0.6673994000000001,0.7463002129999999,0.2186,0.1529,0.9801,0.728,0.0275,0.16,0.1379,0.3333,0.375,0.1095,0.1765,0.2096,0.0077,0.0183,0.2227,0.1587,0.9801,0.7387,0.0278,0.1611,0.1379,0.3333,0.375,0.112,0.1928,0.2184,0.0078,0.0194,0.2207,0.1529,0.9801,0.7316,0.0277,0.16,0.1379,0.3333,0.375,0.1114,0.1796,0.2134,0.0078,0.0187,reg oper account,block of flats,0.1704,Panel,No,5.0,0.0,5.0,0.0,-1075.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0,-1496.5,0.0,4066.0,-1710.0,0.0,0.0,68690.25,0.0,0.0,0.0,-399.0,0.0,9,14275.838569999998,62607.0,133426.0,0.0,93910.5,9.0,1.0,0.0,0.0,0.0,-441.88888889999987,329.55555560000005,8.571428571,365243.0,51745.14286,51976.57143,104038.1429,51843.42857,0.28571428600000004,14275.838569999998,62607.0,133426.0,0.0,93910.5,9.0,1.0,0.0,0.0,0.0,-441.88888889999987,329.55555560000005,8.571428571,365243.0,51745.14286,51976.57143,104038.1429,51843.42857,0.28571428600000004,1.303030303,3.787878788,-405.2727273,-425.2424242,19534.70045,21308.79136,-10.5,0.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,566,100652,0,Cash loans,F,Y,Y,0,130500.0,995562.0,54684.0,922500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-22021,365243,-14183.0,-4596,4.0,1,0,0,1,0,0,,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,XNA,0.370795958,0.519918172,0.67224289,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-1196.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,-468.5,0.0,-195.5,-221.5,0.0,0.0,149305.5,0.0,0.0,0.0,-209.5,0.0,2,8807.085,62946.0,37766.25,50359.5,125892.0,11.0,1.0,0.435659721,0.0,0.0,-853.5,72.0,10.0,365243.0,-1160.0,-890.0,-950.0,-944.0,0.0,8807.085,62946.0,37766.25,50359.5,125892.0,11.0,1.0,0.435659721,0.0,0.0,-853.5,72.0,10.0,365243.0,-1160.0,-890.0,-950.0,-944.0,0.0,1.125,4.5,-1055.0,-1091.25,10909.15312,10909.15312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,567,100653,0,Cash loans,F,N,Y,1,247500.0,755856.0,38722.5,652500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.009657,-12394,-853,-6408.0,-4913,12.061090818687727,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 1,0.153634242,0.449853732,0.37571101,0.0041,0.0,0.9722,0.6192,0.0,0.0,0.0345,0.0,0.0417,0.0,0.0034,0.0028,0.0,0.0004,0.0042,0.0,0.9722,0.6341,0.0,0.0,0.0345,0.0,0.0417,0.0,0.0037,0.0029,0.0,0.0004,0.0042,0.0,0.9722,0.6243,0.0,0.0,0.0345,0.0,0.0417,0.0,0.0034,0.0028,0.0,0.0004,reg oper spec account,block of flats,0.0022,Block,No,1.0,0.0,1.0,0.0,-613.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,-1237.571429,0.0,-295.3333333,-1719.6666670000004,0.0,0.0,124783.2,65253.06,0.0,0.0,-536.2857143,0.0,4,10062.1575,78895.125,79315.875,6808.5,157790.25,15.0,1.0,0.096837949,0.0,0.0,-429.25,5.5,6.0,182437.5,-453.0,182495.5,182465.5,182468.5,0.0,10062.1575,78895.125,79315.875,6808.5,157790.25,15.0,1.0,0.096837949,0.0,0.0,-429.25,5.5,6.0,182437.5,-453.0,182495.5,182465.5,182468.5,0.0,0.323529412,10.44117647,-263.94117650000004,-270.1470588,8792.494412,8792.494412,-7.0,255353.4245,247500.0,17263.63636,33358.32,0.0,16094.68364,11539.33364,17590.09091,17590.09091,247076.9264,254211.2427,254211.2427,0.727272727,6.181818182000001,0.0,5.454545455,5.0,0.0,0.0
568,568,100654,0,Cash loans,F,N,Y,2,135000.0,427500.0,19939.5,427500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-11767,-3808,-5836.0,-4195,12.061090818687727,1,1,1,1,1,0,,4.0,2,2,WEDNESDAY,12,0,0,0,1,0,1,Trade: type 7,0.400441145,0.630082472,0.225086862,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,-993.1666667000003,0.0,29.0,-1796.0,2333.61,0.0,208626.375,52791.75,0.0,0.0,-148.16666669999995,15682.5,2,4546.98,23933.25,16751.25,14364.0,47866.5,9.0,1.0,0.326819421,0.0,0.0,-309.5,14.5,10.0,365243.0,-360.0,-90.0,-90.0,-87.0,0.0,4546.98,23933.25,16751.25,14364.0,47866.5,9.0,1.0,0.326819421,0.0,0.0,-309.5,14.5,10.0,365243.0,-360.0,-90.0,-90.0,-87.0,0.0,1.0,5.5,-225.0,-246.9,4546.746,4546.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,569,100655,0,Revolving loans,M,N,Y,0,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-19763,-12143,-1928.0,-3302,12.061090818687727,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,Industry: type 1,0.5021298056569102,0.540004935,0.2881296,0.1918,0.2134,0.9886,0.752471432592686,0.04462071541135205,0.0,0.2759,0.1667,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.0915,0.008808672617213057,0.2906,0.1954,0.2215,0.9886,0.759637322733821,0.04255313775014676,0.0,0.2759,0.1667,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.0953,0.008076387544283468,0.3077,0.1936,0.2134,0.9886,0.7557462721917102,0.044595101785290435,0.0,0.2759,0.1667,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.0932,0.008651013330213151,0.2967,,block of flats,0.1349,Panel,No,0.0,0.0,0.0,0.0,-213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-202.6666667,0.0,369.0,-119.0,0.0,0.0,42738.015,18068.385,8960.505,0.0,-59.0,0.0,1,3680.055,32940.0,32940.0,0.0,32940.0,8.0,1.0,0.0,0.0,0.0,-213.0,150.0,10.0,365243.0,-155.0,115.0,365243.0,365243.0,0.0,3680.055,32940.0,32940.0,0.0,32940.0,8.0,1.0,0.0,0.0,0.0,-213.0,150.0,10.0,365243.0,-155.0,115.0,365243.0,365243.0,0.0,1.0,3.5,-80.0,-118.3333333,3680.055,3680.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,570,100656,0,Cash loans,F,N,Y,0,54000.0,312768.0,13378.5,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.002042,-20419,365243,-10019.0,-2382,12.061090818687727,1,0,0,1,0,0,,2.0,3,3,SATURDAY,11,0,0,0,0,0,0,XNA,0.7058454259999999,0.458793162,0.6658549220000001,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.2318935004905069,0.06633318417239835,0.10077477495068153,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296866,0.08754321224758604,0.9770653729428284,0.759637322733821,0.04255313775014676,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070595,0.06495768445657843,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694212,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280996,0.2316249380492925,0.06716874904939986,0.10195447324073252,0.10860673604899224,0.008651013330213151,0.028235920597262987,,,0.10254666268544003,,,0.0,0.0,0.0,0.0,-694.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,-550.3333332999998,0.0,365.6666667,-404.0,0.0,0.0,217161.57,146896.5,0.0,0.0,-116.0,0.0,5,11797.254,122309.1,131713.2,4803.75,122309.1,13.8,1.0,0.052247193,0.0,0.0,-504.4,305.4,14.0,365243.0,-473.6,-83.6,-275.6,-270.6,0.2,11797.254,122309.1,131713.2,4803.75,122309.1,13.8,1.0,0.052247193,0.0,0.0,-504.4,305.4,14.0,365243.0,-473.6,-83.6,-275.6,-270.6,0.2,1.069767442,4.744186047,-365.4651163,-373.7674419,21106.42221,19752.66209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,571,100657,0,Cash loans,F,N,N,0,135000.0,414792.0,16357.5,315000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.011657,-19215,-4556,-7826.0,-2762,12.061090818687727,1,1,0,1,0,0,,2.0,1,1,SATURDAY,15,0,0,0,0,0,0,Emergency,0.5021298056569102,0.645633638,0.712155155,0.1024,0.0965,0.9781,0.7008,0.0148,0.0,0.1952,0.1667,0.2083,0.0,0.0826,0.0884,0.0039,0.0043,0.084,0.0684,0.9782,0.7125,0.0099,0.0,0.1379,0.1667,0.2083,0.0,0.0735,0.0701,0.0,0.0,0.1041,0.1068,0.9781,0.7048,0.0124,0.0,0.1724,0.1667,0.2083,0.0,0.0838,0.0872,0.0039,0.0053,reg oper account,block of flats,0.0583,"Stone, brick",No,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-861.625,0.0,978.375,-788.4,0.0,0.0,158965.3125,16024.87125,1877.41125,0.0,-419.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,572,100658,0,Cash loans,F,N,N,1,189000.0,215640.0,11695.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-8948,-1381,-8890.0,-1561,12.061090818687727,1,1,1,1,0,0,Sales staff,3.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,0.5021298056569102,0.361405,0.164414179,0.0825,0.0803,0.9762,0.6736,0.0069,0.0,0.1379,0.1667,0.2083,0.0554,0.0656,0.0623,0.0077,0.0081,0.084,0.0834,0.9762,0.6864,0.0069,0.0,0.1379,0.1667,0.2083,0.0567,0.0716,0.0649,0.0078,0.0085,0.0833,0.0803,0.9762,0.6779999999999999,0.0069,0.0,0.1379,0.1667,0.2083,0.0564,0.0667,0.0634,0.0078,0.0082,reg oper account,block of flats,0.0545,"Stone, brick",No,0.0,0.0,0.0,0.0,-115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,-689.625,0.0,5162.2,-689.0,2750.715,0.25,87442.25625,64786.43813,891.585,0.0,-234.125,0.0,6,7653.94875,40095.0,84670.5,2985.0,80190.0,14.0,1.0,0.102851695,0.0,0.0,-414.8333333,49.16666667,5.0,243429.0,-582.0,121403.3333,121383.3333,121388.0,0.0,7653.94875,40095.0,84670.5,2985.0,80190.0,14.0,1.0,0.102851695,0.0,0.0,-414.8333333,49.16666667,5.0,243429.0,-582.0,121403.3333,121383.3333,121388.0,0.0,0.5555555560000001,6.805555556,-408.3611111,-414.8888889,5089.16875,4912.52,-4.0,260078.2393,270000.0,35678.57143,43860.53571,0.0,8181.964286,11746.38857,14133.7875,12114.675,254535.1714,259629.525,259629.525,0.28571428600000004,11.57142857,0.0,11.28571429,3.0,0.0,0.0
